Pressure,Temperature,Catalyst,Time,Yield
7.18,115.9,4.17,32.7,100.0
11.45,108.4,2.84,34.3,100.0
6.22,95.1,3.53,27.7,50.0
9.26,107.3,4.75,36.2,100.0
6.17,106.1,2.15,20.1,52.7
6.91,110.7,4.43,31.9,100.0
10.86,100.3,2.2,32.3,50.0
9.97,115.3,2.38,30.7,100.0
5.22,122.7,2.36,32.6,54.1
7.72,120.2,4.98,23.3,100.0
4.72,127.2,2.54,33.7,50.0
8.11,113.1,4.69,26.7,100.0
9.47,115.8,4.97,29.0,100.0
5.39,127.4,3.15,26.7,50.0
6.67,112.1,3.89,29.5,100.0
7.48,123.1,4.34,32.4,87.0
11.4,112.4,3.18,36.8,100.0
11.95,111.7,2.49,29.7,100.0
4.84,125.4,3.3,26.5,50.0
10.21,102.0,4.32,29.8,55.7
7.29,108.5,4.34,33.8,99.2
7.44,104.0,2.69,26.9,50.0
10.16,109.4,2.52,28.3,100.0
11.39,104.2,4.76,31.3,94.6
11.63,118.2,2.13,25.9,100.0
8.83,126.9,4.2,24.2,52.3
7.18,126.5,2.14,22.8,50.0
10.41,109.6,4.51,27.1,100.0
6.38,134.6,4.72,21.0,50.0
8.73,118.8,2.89,31.7,100.0
7.19,111.0,2.22,23.5,93.3
9.42,128.4,3.44,27.5,50.0
6.3,124.2,2.9,25.4,55.4
5.94,125.0,3.25,32.6,51.9
11.39,102.8,3.99,37.0,74.0
5.26,113.7,2.63,32.7,90.0
8.29,129.5,3.07,30.9,50.0
6.16,115.2,4.35,33.4,100.0
4.79,122.3,3.93,20.6,65.7
4.77,118.5,2.98,22.5,79.0
5.81,128.7,3.99,21.9,50.0
11.0,106.4,4.3,22.0,100.0
6.62,118.0,3.78,25.2,100.0
11.63,99.9,2.72,30.6,50.0
8.86,122.6,2.0,22.3,85.2
7.77,124.3,4.41,38.7,82.5
8.85,96.7,4.47,37.1,50.0
8.38,122.0,4.09,39.4,99.8
10.19,111.6,2.23,20.9,100.0
6.62,100.0,3.76,37.0,50.0
7.15,111.8,4.46,36.1,100.0
11.21,102.8,3.17,38.0,66.2
11.6,111.6,2.59,30.6,100.0
11.19,110.4,3.76,35.8,100.0
7.65,124.5,4.48,21.0,71.1
10.35,126.0,2.15,21.5,62.5
8.07,119.3,3.79,22.4,100.0
8.23,95.9,3.93,38.3,50.0
6.04,132.2,3.81,21.2,50.0
8.93,122.4,3.95,22.0,95.8
5.9,96.4,3.89,38.6,50.0
6.99,127.8,2.39,22.1,50.0
10.91,103.0,2.7,37.4,67.0
6.05,118.2,3.86,35.8,99.3
5.03,113.7,2.05,20.8,82.7
5.02,111.8,3.9,20.4,86.2
11.56,130.6,4.0,30.7,50.0
8.3,112.5,2.72,39.9,100.0
7.57,98.0,3.79,37.6,50.0
10.58,132.9,3.6,26.2,50.0
10.77,131.8,2.78,27.7,50.0
6.99,122.4,3.39,27.8,77.8
9.7,113.7,4.73,34.7,100.0
10.28,98.7,3.28,26.8,50.0
9.41,126.6,3.89,23.0,60.2
5.64,98.0,2.11,34.9,50.0
11.07,97.7,2.23,29.2,50.0
8.54,116.5,2.24,21.5,100.0
6.62,101.4,4.33,35.8,50.0
7.69,95.3,3.05,31.7,50.0
4.78,111.9,2.68,29.8,84.2
5.46,100.5,4.24,33.5,50.0
10.24,101.4,2.51,30.1,50.0
4.5,98.1,2.74,33.0,50.0
7.62,103.2,3.29,37.3,50.0
8.42,123.6,2.99,32.3,83.1
4.91,127.4,3.76,33.2,50.0
11.8,113.1,3.01,32.3,100.0
6.2,115.3,3.18,30.6,99.6
6.78,96.3,4.59,23.4,50.0
6.78,97.8,4.65,26.7,50.0
6.23,105.3,4.48,33.9,62.0
4.51,116.8,4.59,28.5,94.0
9.97,124.6,3.71,28.1,88.0
11.75,119.2,3.94,35.2,100.0
6.18,110.7,3.67,20.1,89.9
9.47,99.7,4.36,33.6,50.0
10.06,126.2,3.65,29.8,69.9
10.86,109.6,2.33,27.5,100.0
7.67,124.4,4.43,26.8,72.9
6.77,115.5,4.28,23.5,100.0
6.94,124.5,4.46,26.7,69.5
9.84,131.3,2.57,27.8,50.0
10.63,131.8,2.81,28.7,50.0
5.86,116.4,2.89,33.4,97.1
7.28,115.5,3.52,29.1,100.0
11.26,105.6,2.4,35.9,94.6
10.55,132.4,3.16,32.8,50.0
11.89,113.3,2.55,23.8,100.0
10.16,100.1,2.79,25.5,50.0
7.45,112.3,4.12,21.6,100.0
8.93,100.1,4.56,38.9,50.0
9.46,115.1,2.07,37.7,100.0
5.09,117.5,3.7,21.7,88.4
8.58,108.5,2.11,31.5,92.8
9.82,97.9,2.26,39.2,50.0
5.75,132.7,4.12,34.9,50.0
10.35,125.9,4.21,29.8,81.5
8.88,128.6,4.44,24.8,50.0
11.64,109.7,3.42,25.6,100.0
4.82,125.4,4.58,34.7,50.0
6.49,114.4,2.5,35.6,100.0
9.01,103.0,2.75,30.6,50.0
6.72,100.0,2.4,22.4,50.0
9.86,108.8,4.39,38.7,100.0
10.19,100.5,2.69,36.9,50.0
5.27,134.9,2.47,22.8,50.0
8.35,97.0,3.87,21.1,50.0
8.32,112.6,2.23,30.7,100.0
7.27,113.1,2.13,25.7,99.7
11.5,107.0,2.32,25.7,100.0
10.71,117.9,2.0,21.7,100.0
9.73,101.0,4.09,39.1,50.0
9.86,126.4,3.69,36.6,74.8
7.96,108.3,2.63,22.3,84.0
11.41,118.7,2.7,37.5,100.0
9.71,123.6,4.43,33.7,100.0
9.97,130.6,3.51,26.5,50.0
10.96,128.4,4.1,37.4,59.6
6.56,119.3,3.36,32.0,95.5
10.55,110.5,2.71,37.0,100.0
5.96,115.1,4.91,29.4,100.0
7.09,125.7,3.7,30.0,54.0
7.02,130.1,2.39,25.8,50.0
11.84,99.2,3.22,27.8,50.0
10.92,110.4,2.99,31.4,100.0
9.76,126.0,2.64,38.9,64.8
9.95,112.3,4.8,32.0,100.0
8.72,108.3,4.64,22.9,100.0
11.6,111.5,2.6,20.1,100.0
8.22,119.1,3.06,37.0,100.0
7.35,135.0,4.29,27.3,50.0
5.72,114.7,2.63,26.3,94.7
10.4,103.3,3.77,36.0,70.7
10.01,101.5,4.1,38.9,50.0
7.38,96.7,3.96,35.0,50.0
4.69,117.4,4.12,23.5,87.1
10.79,116.8,4.12,27.8,100.0
4.59,103.2,4.89,35.2,50.0
9.78,122.8,3.04,38.1,100.0
11.78,124.6,4.64,40.0,100.0
7.78,105.4,2.07,30.2,60.9
6.26,108.8,2.86,36.5,78.7
9.79,134.6,2.15,20.9,50.0
10.63,110.0,3.95,25.7,100.0
8.6,125.4,2.3,27.4,55.6
11.75,113.1,4.54,39.5,100.0
4.89,126.7,3.94,20.1,50.0
8.29,125.8,2.09,26.2,53.1
9.89,121.7,4.14,38.6,100.0
10.97,129.2,4.59,26.1,50.0
5.84,132.6,3.98,24.5,50.0
10.5,118.2,2.09,34.6,100.0
8.65,104.5,4.57,34.9,76.4
7.47,110.9,4.2,29.4,100.0
5.49,125.3,3.14,38.9,50.0
10.99,121.0,2.99,24.1,100.0
5.68,102.1,3.44,38.3,50.0
6.82,97.0,4.6,35.1,50.0
6.68,122.3,2.76,27.4,74.0
11.04,105.0,2.3,36.1,85.2
9.55,115.0,4.59,22.7,100.0
10.48,124.9,2.08,22.6,75.3
6.38,117.5,4.73,38.6,100.0
9.19,98.3,2.92,21.9,50.0
8.79,102.4,3.52,20.1,50.0
10.75,103.8,2.4,27.8,69.6
11.3,105.3,4.71,22.1,100.0
4.59,117.6,4.25,37.3,94.9
9.56,115.2,4.77,38.5,100.0
4.89,103.1,4.05,29.6,50.0
8.62,97.7,2.55,28.5,50.0
6.66,101.9,2.92,30.8,50.0
6.8,134.4,3.46,24.5,50.0
7.15,113.7,3.82,26.0,100.0
9.16,129.7,4.78,22.0,50.0
7.01,129.0,3.15,28.9,50.0
10.0,115.5,4.11,32.2,100.0
7.53,123.3,4.88,38.6,89.8
5.01,102.7,2.46,34.8,50.0
10.38,122.5,4.59,34.5,100.0
6.64,105.9,3.26,26.2,62.0
7.75,128.3,4.2,37.8,50.0
9.64,98.3,2.88,38.9,50.0
6.99,125.9,3.0,38.6,50.0
4.92,99.0,2.08,20.8,50.0
7.3,130.2,4.91,32.1,50.0
11.58,107.2,4.44,32.9,100.0
9.31,121.2,2.28,25.9,100.0
9.54,114.5,5.0,39.8,100.0
9.24,109.7,3.82,25.8,100.0
5.99,120.8,4.56,24.3,86.8
7.64,132.9,2.2,29.7,50.0
10.13,96.7,3.17,26.5,50.0
5.26,131.8,4.01,38.5,50.0
6.58,119.4,2.32,28.8,90.7
6.57,127.3,3.47,28.2,50.0
7.74,110.4,3.33,32.5,100.0
11.85,113.9,2.65,21.6,100.0
5.01,129.8,2.9,35.1,50.0
8.39,111.6,4.9,35.4,100.0
5.85,116.4,2.87,29.5,96.5
11.78,95.8,2.64,39.1,50.0
5.35,101.3,3.61,31.6,50.0
7.53,120.7,4.01,33.9,100.0
10.03,123.7,4.18,38.5,100.0
9.78,118.3,4.26,33.3,100.0
7.67,100.7,2.11,28.6,50.0
7.1,112.8,3.18,20.5,99.8
7.48,109.2,4.32,34.6,100.0
6.48,114.8,4.71,39.3,100.0
6.04,129.8,3.81,29.4,50.0
8.12,126.0,2.16,26.8,50.0
6.51,98.4,3.19,30.4,50.0
6.66,130.6,2.22,34.6,50.0
9.43,113.9,4.25,20.0,100.0
11.76,124.8,2.19,37.7,95.0
9.03,100.6,2.56,37.7,50.0
5.08,121.8,3.25,30.8,68.0
5.07,104.5,3.39,22.4,50.0
11.64,112.5,3.22,33.4,100.0
6.73,95.7,3.39,22.8,50.0
5.19,101.1,4.14,30.2,50.0
8.99,98.7,3.11,21.9,50.0
9.18,104.6,3.64,31.8,75.9
9.36,99.0,2.91,26.4,50.0
6.51,122.7,3.06,36.6,75.2
4.61,96.2,3.84,36.0,50.0
11.74,119.7,3.47,40.0,100.0
6.38,100.6,4.17,25.2,50.0
9.57,132.8,3.68,21.2,50.0
9.8,132.3,4.41,28.9,50.0
9.08,104.0,3.33,21.7,59.2
6.85,119.6,3.47,23.6,97.2
6.53,96.1,4.01,31.9,50.0
8.98,132.3,2.66,31.8,50.0
11.0,115.9,3.16,20.9,100.0
11.6,96.7,3.87,28.9,50.0
5.29,108.7,2.09,30.6,70.5
5.66,98.1,3.31,25.4,50.0
11.59,110.7,3.8,37.4,100.0
10.02,121.8,4.9,23.2,100.0
11.12,113.8,4.63,25.1,100.0
6.02,110.3,2.84,23.1,81.4
8.91,99.8,3.52,22.3,50.0
9.76,104.8,2.17,37.6,74.0
9.6,99.0,2.72,25.6,50.0
7.56,127.3,4.32,34.5,50.0
4.62,100.4,2.37,28.6,50.0
8.87,118.8,2.77,32.7,100.0
6.4,108.7,4.83,38.6,95.7
7.88,104.0,4.47,36.9,64.4
11.68,120.6,4.35,21.4,100.0
7.49,113.3,4.59,36.9,100.0
10.8,111.0,4.25,29.0,100.0
5.91,118.7,2.36,27.0,88.6
9.54,114.7,3.55,33.4,100.0
11.83,107.1,3.33,39.0,100.0
5.26,117.4,2.93,21.9,81.9
4.56,121.8,4.5,35.4,70.2
7.75,96.1,3.39,24.1,50.0
5.19,113.6,2.18,27.6,80.2
10.11,97.3,2.82,37.5,50.0
11.36,102.5,2.69,30.9,60.6
7.76,117.4,4.66,21.3,100.0
6.44,129.6,3.94,30.2,50.0
7.76,130.3,3.68,35.8,50.0
9.93,97.8,3.52,30.6,50.0
4.57,111.8,3.95,23.3,82.6
8.92,118.3,4.26,28.9,100.0
9.1,100.9,3.66,38.5,50.0
9.28,125.6,4.81,33.2,80.8
6.32,124.8,4.93,34.6,65.6
9.86,131.1,4.99,35.7,50.0
5.19,95.3,4.01,21.8,50.0
5.99,103.7,4.8,31.6,50.0
11.08,128.1,3.21,27.5,53.9
10.04,121.8,4.58,22.8,100.0
4.6,130.8,4.73,24.1,50.0
6.36,97.3,4.71,35.6,50.0
6.11,118.9,4.49,23.2,97.0
6.53,117.8,3.22,26.2,100.0
6.36,96.4,2.48,25.7,50.0
4.97,115.5,3.0,21.0,85.6
7.94,119.4,4.3,29.2,100.0
10.0,102.7,2.7,35.3,52.4
9.05,105.9,3.43,20.4,81.6
9.55,120.6,3.7,22.3,100.0
5.11,113.7,3.81,34.4,98.7
11.64,129.3,4.81,31.9,54.1
10.79,108.7,3.98,34.3,100.0
10.54,105.7,4.36,24.6,94.7
10.67,134.4,3.75,36.1,50.0
11.5,131.4,4.5,29.6,50.0
8.58,96.2,2.79,32.2,50.0
6.0,125.8,2.63,21.8,50.0
9.13,99.4,4.78,24.1,50.0
10.07,96.1,4.08,35.5,50.0
10.03,105.9,4.01,24.5,94.9
8.41,105.8,3.4,21.9,73.5
5.01,127.8,3.13,31.9,50.0
7.28,123.4,3.67,31.0,77.2
11.41,134.3,2.36,32.2,50.0
8.88,123.5,3.36,32.4,90.4
8.54,111.7,3.37,30.0,100.0
6.52,123.0,3.62,29.9,76.5
7.26,135.0,3.9,38.5,50.0
11.22,123.4,4.87,30.7,100.0
9.5,125.5,3.96,32.3,80.1
10.41,132.5,4.65,25.3,50.0
7.91,99.5,3.67,37.4,50.0
9.23,123.2,3.88,20.5,91.7
6.36,129.0,2.21,31.1,50.0
9.79,133.2,2.4,27.7,50.0
7.71,103.4,3.74,32.1,50.0
7.82,115.2,3.19,27.2,100.0
9.37,122.2,4.4,34.4,100.0
11.52,104.9,3.63,20.4,90.2
4.98,119.0,4.65,28.1,88.3
10.69,105.3,4.92,36.6,100.0
6.69,108.3,2.44,25.0,73.1
7.83,112.7,3.18,21.1,100.0
4.66,116.2,3.99,29.9,89.5
6.76,113.0,2.92,39.5,100.0
8.27,114.7,2.8,21.3,100.0
4.92,106.9,4.44,21.4,60.4
8.18,101.4,4.94,31.9,50.0
11.45,96.9,4.32,25.0,50.0
5.29,102.8,3.57,28.2,50.0
10.23,118.3,3.33,36.6,100.0
7.57,126.4,3.62,24.0,50.0
9.41,101.8,3.39,34.4,50.0
6.45,99.3,3.51,30.1,50.0
5.7,125.0,2.61,38.1,50.0
5.7,107.2,4.71,39.5,80.3
5.03,133.1,4.26,29.7,50.0
5.89,123.6,4.04,31.7,71.1
9.48,108.1,4.85,34.9,100.0
11.11,106.6,2.85,26.4,97.9
10.61,115.9,2.24,24.5,100.0
9.64,98.2,4.48,39.3,50.0
5.33,99.7,5.0,28.7,50.0
6.67,102.0,3.74,20.0,50.0
6.82,126.0,2.18,36.8,50.0
6.37,115.6,4.34,32.0,100.0
8.36,95.4,2.22,23.4,50.0
8.52,121.9,3.62,20.6,96.5
7.18,111.9,2.83,25.8,97.6
7.15,115.4,4.75,38.6,100.0
10.71,103.6,3.35,38.7,80.3
10.42,117.1,4.7,26.2,100.0
6.81,134.2,2.9,36.7,50.0
11.35,97.9,3.16,28.8,50.0
11.65,106.4,4.84,33.1,100.0
6.95,104.7,2.6,26.7,50.0
7.16,104.9,3.74,30.3,61.5
8.29,110.1,3.17,25.9,100.0
11.56,127.7,4.32,21.2,69.2
11.07,131.5,2.39,22.8,50.0
5.27,103.1,3.31,25.8,50.0
7.45,116.7,4.1,39.5,100.0
8.65,120.5,3.22,39.3,100.0
8.27,115.9,2.18,36.6,100.0
5.95,112.4,4.12,24.7,99.7
10.94,102.7,3.51,28.8,63.8
9.58,114.5,2.03,28.8,100.0
10.78,111.0,3.84,27.7,100.0
10.94,126.8,4.76,20.9,73.7
10.11,125.5,2.33,30.7,70.9
7.79,100.4,3.77,21.5,50.0
9.08,98.5,4.19,36.0,50.0
5.7,131.3,2.21,33.8,50.0
9.55,116.4,2.07,27.1,100.0
5.84,129.3,3.39,32.9,50.0
9.7,97.3,4.37,24.7,50.0
6.22,116.1,2.48,25.3,97.1
5.38,116.6,4.51,26.3,100.0
5.74,129.4,3.97,35.9,50.0
4.51,98.9,3.0,24.2,50.0
9.89,104.6,3.55,31.3,81.9
9.99,111.3,4.9,24.0,100.0
8.36,129.6,2.65,25.7,50.0
5.71,132.6,3.5,24.7,50.0
5.13,134.7,3.87,32.9,50.0
4.64,133.4,2.41,30.5,50.0
5.74,95.2,2.13,34.4,50.0
11.18,96.9,2.04,24.4,50.0
6.31,100.9,2.97,20.2,50.0
7.16,109.0,2.22,33.6,88.5
5.29,128.2,4.41,22.3,50.0
6.17,130.7,4.99,24.9,50.0
8.39,102.5,2.18,26.1,50.0
9.06,119.8,3.3,34.9,100.0
6.34,131.7,2.08,32.5,50.0
4.93,113.5,2.4,23.7,79.7
7.43,99.1,2.97,32.0,50.0
6.26,113.3,3.18,34.2,100.0
6.15,110.0,4.82,27.8,99.7
11.7,118.1,3.19,24.9,100.0
9.12,112.5,3.49,33.6,100.0
8.68,95.7,2.74,32.2,50.0
7.62,134.8,2.0,21.6,50.0
7.72,116.7,4.7,33.3,100.0
8.56,113.9,2.25,29.8,100.0
9.72,133.2,4.89,35.1,50.0
9.77,101.2,2.39,23.8,50.0
5.79,102.6,3.81,25.2,50.0
8.25,127.3,5.0,30.9,53.7
7.59,105.4,2.42,29.6,62.1
11.03,127.0,3.27,27.7,68.0
9.24,105.9,4.34,34.9,89.2
8.49,96.3,2.1,31.3,50.0
5.37,115.7,4.07,34.2,100.0
9.04,102.9,2.24,23.1,50.0
5.38,125.3,2.71,34.6,50.0
7.03,120.6,2.48,29.2,82.7
5.57,131.9,4.72,20.7,50.0
9.69,126.3,2.54,24.7,59.3
6.05,102.2,2.12,20.5,50.0
7.44,127.0,3.76,29.1,50.0
11.22,120.7,3.04,26.5,100.0
6.03,121.8,3.22,39.7,80.8
8.31,128.3,2.36,37.4,50.0
7.64,118.0,4.24,36.5,100.0
4.64,113.6,3.8,30.0,89.8
10.45,120.5,3.09,36.1,100.0
5.02,106.9,2.51,25.3,50.0
8.06,102.3,3.78,31.2,50.0
8.71,119.7,4.34,27.9,100.0
9.21,104.4,2.94,23.4,67.1
9.66,98.2,2.08,21.5,50.0
6.4,95.0,2.64,31.2,50.0
4.57,119.3,4.05,22.0,79.4
9.93,109.5,4.97,34.4,100.0
8.52,125.1,2.04,38.4,65.6
10.77,110.0,2.92,23.2,100.0
10.66,114.4,2.19,29.4,100.0
10.82,111.3,2.95,34.8,100.0
8.14,121.0,3.22,25.7,97.8
7.0,109.2,4.76,38.4,100.0
10.44,133.6,2.24,37.8,50.0
7.88,132.4,4.33,22.1,50.0
5.88,128.9,3.19,20.5,50.0
10.91,131.8,4.43,39.5,50.0
11.12,113.0,3.54,39.1,100.0
8.0,116.5,2.12,28.4,100.0
5.07,124.7,4.84,21.0,50.0
7.41,122.8,2.25,32.4,74.8
10.53,130.6,3.79,25.9,50.0
11.26,123.7,4.63,38.7,100.0
6.03,134.9,2.24,35.9,50.0
5.0,108.9,3.66,33.0,78.1
11.08,128.3,4.47,25.7,57.7
7.42,122.9,4.96,34.0,89.9
8.56,122.7,4.17,25.8,94.1
11.76,108.0,2.84,20.8,100.0
5.0,126.4,4.1,30.2,50.0
9.36,131.0,4.12,29.8,50.0
5.06,103.7,4.1,35.3,50.0
7.32,120.0,4.56,37.3,100.0
10.53,110.7,2.26,27.1,100.0
7.75,134.6,2.33,29.0,50.0
11.98,114.2,3.92,29.4,100.0
8.69,104.1,4.86,26.5,68.5
6.91,110.3,3.4,34.9,96.0
6.15,121.2,4.88,30.4,93.7
7.13,98.0,4.81,38.3,50.0
7.29,119.1,4.71,33.0,100.0
5.02,132.2,4.73,24.2,50.0
7.27,129.0,4.69,23.3,50.0
7.98,97.7,4.46,27.4,50.0
9.92,134.7,4.08,26.9,50.0
9.43,122.9,2.07,28.1,85.0
9.82,101.5,2.4,23.7,50.0
4.56,95.5,2.4,39.6,50.0
6.13,101.9,2.07,22.9,50.0
9.46,128.5,2.35,33.1,50.0
8.13,95.9,4.76,20.3,50.0
4.54,104.3,3.99,28.1,50.0
10.53,125.3,2.94,26.2,80.9
10.3,118.4,4.38,27.6,100.0
8.61,126.3,3.47,30.0,60.3
5.0,124.8,2.43,32.0,50.0
10.25,97.0,4.65,31.7,50.0
8.88,130.7,3.02,32.6,50.0
10.36,104.1,4.1,36.9,82.0
10.14,117.1,2.87,37.7,100.0
10.52,120.8,3.5,34.7,100.0
8.39,101.7,4.45,21.6,50.0
5.55,134.0,2.47,39.2,50.0
9.53,114.5,4.93,38.9,100.0
9.15,97.3,2.21,34.2,50.0
10.07,132.5,3.6,30.3,50.0
5.77,118.5,4.75,25.0,97.7
5.96,123.0,4.84,35.1,77.0
11.18,116.0,2.7,37.6,100.0
10.12,128.4,2.43,33.3,50.0
11.31,96.3,4.17,32.6,50.0
10.19,105.7,2.13,23.9,84.1
8.98,113.8,3.46,27.2,100.0
9.41,98.1,4.39,34.5,50.0
11.17,123.2,3.68,20.3,100.0
8.84,110.7,2.56,32.8,100.0
9.24,105.9,3.46,35.3,88.1
5.67,95.1,4.76,26.7,50.0
8.05,123.8,3.85,21.5,76.5
9.87,128.4,4.16,36.4,50.0
6.53,110.8,3.01,22.8,87.5
6.02,117.6,2.57,27.4,91.3
6.85,104.1,2.77,34.1,50.0
6.31,119.9,3.6,36.3,90.5
6.11,95.5,2.84,37.2,50.0
7.69,114.5,3.63,30.6,100.0
11.31,120.8,4.12,29.5,100.0
8.3,131.7,4.2,37.0,50.0
5.91,110.3,2.49,31.3,84.5
5.08,125.6,4.25,31.6,50.0
9.72,118.9,4.02,28.7,100.0
7.37,132.1,2.04,27.5,50.0
10.66,110.9,2.18,29.6,100.0
9.45,107.8,3.94,27.3,100.0
10.47,130.5,3.15,26.9,50.0
6.54,97.0,2.44,39.9,50.0
9.69,100.5,2.13,26.7,50.0
6.48,98.3,2.48,25.1,50.0
11.54,128.7,4.87,27.1,61.7
9.27,95.4,4.18,31.8,50.0
6.93,129.5,3.58,38.2,50.0
6.52,113.1,4.82,35.8,100.0
5.93,95.2,3.86,36.8,50.0
9.71,111.1,4.18,37.2,100.0
6.14,102.5,2.85,38.4,50.0
8.96,120.0,3.77,24.7,100.0
6.48,122.2,2.43,29.2,68.6
9.46,114.5,3.21,27.7,100.0
10.61,96.6,2.1,27.6,50.0
10.34,121.2,2.65,33.0,100.0
10.21,128.7,2.22,28.0,50.0
5.91,123.8,3.16,32.3,63.9
5.16,128.2,4.53,27.6,50.0
9.74,103.0,3.13,26.2,55.9
7.26,130.6,4.49,27.1,50.0
7.74,107.9,3.97,36.1,93.7
4.73,95.5,3.53,32.0,50.0
6.45,128.7,2.71,39.5,50.0
4.75,132.7,4.77,36.7,50.0
11.09,121.2,2.16,29.7,100.0
6.33,104.3,4.07,24.8,50.0
8.68,105.1,3.86,33.5,76.8
4.79,113.7,3.32,34.5,91.2
9.5,130.9,2.72,29.3,50.0
6.92,101.0,3.29,24.6,50.0
11.23,128.0,4.62,31.1,66.2
11.16,106.7,4.51,25.1,100.0
6.94,127.3,4.82,38.8,50.0
11.26,131.8,2.92,32.6,50.0
11.97,112.1,3.16,25.8,100.0
10.69,109.6,2.06,24.3,100.0
10.84,127.1,4.83,34.3,73.6
6.37,116.2,2.99,34.2,98.2
8.83,122.4,3.21,31.9,99.8
5.0,119.9,4.72,32.3,92.2
5.21,101.1,3.58,32.1,50.0
11.99,128.8,3.7,27.2,56.4
6.95,102.8,2.53,38.7,50.0
10.11,132.3,3.5,29.6,50.0
10.55,105.0,4.75,20.4,93.0
10.94,124.4,3.68,27.0,95.6
11.98,106.4,2.77,22.6,100.0
6.31,107.7,2.09,27.3,73.4
4.8,107.4,3.01,32.2,63.6
7.58,124.9,3.72,20.5,61.7
5.48,117.3,2.13,37.4,91.8
4.67,130.3,3.83,32.2,50.0
7.2,107.3,3.57,25.9,80.7
10.38,122.7,4.35,26.2,100.0
8.75,125.1,2.09,29.3,64.4
6.85,101.1,4.34,25.0,50.0
9.41,111.0,3.56,20.1,100.0
6.24,114.3,3.11,20.5,98.3
4.61,109.2,4.9,27.2,75.8
10.23,107.9,2.48,22.5,99.8
9.18,122.5,3.62,20.4,93.7
10.22,103.6,2.96,37.2,71.1
4.79,123.4,3.58,25.5,57.7
10.78,132.4,3.66,30.1,50.0
9.15,117.6,2.27,23.6,100.0
8.73,119.5,3.98,20.9,100.0
9.18,97.8,3.9,34.9,50.0
10.98,129.6,4.31,22.5,50.0
8.9,106.4,2.27,20.5,75.6
8.86,119.6,2.89,31.7,100.0
11.93,134.2,3.95,20.3,50.0
10.18,118.8,2.41,28.7,100.0
7.82,124.0,4.03,25.8,79.9
9.81,112.8,2.18,26.4,100.0
7.42,97.4,3.0,20.1,50.0
6.22,126.9,4.54,39.3,50.0
8.98,96.4,4.32,30.3,50.0
11.46,123.0,3.93,31.5,100.0
11.47,95.9,4.61,33.3,50.0
7.06,129.5,4.13,36.0,50.0
8.46,101.3,3.56,32.2,50.0
6.09,115.6,4.94,35.2,100.0
11.97,118.9,4.08,29.0,100.0
11.86,113.3,3.8,27.4,100.0
9.37,108.6,3.23,36.5,100.0
10.53,113.7,4.71,37.3,100.0
9.86,107.5,2.89,22.8,95.0
8.95,112.5,2.03,30.9,100.0
4.9,109.4,2.59,33.7,74.0
7.91,117.6,2.33,21.7,100.0
9.56,104.5,2.96,38.6,76.6
9.58,134.5,4.48,30.4,50.0
7.3,115.0,3.95,32.9,100.0
11.56,102.8,2.51,23.6,63.2
5.76,114.1,4.37,25.3,100.0
8.25,129.7,3.51,22.4,50.0
9.68,95.9,3.54,25.3,50.0
9.73,122.2,3.09,29.8,100.0
9.36,116.9,4.59,36.7,100.0
6.56,101.8,2.95,30.7,50.0
5.67,127.7,2.28,24.9,50.0
9.27,109.8,2.91,20.9,100.0
8.99,106.8,4.15,32.4,97.7
5.85,128.1,3.97,28.4,50.0
9.79,120.5,2.56,39.7,100.0
7.91,130.9,2.34,35.6,50.0
9.51,120.2,3.98,36.2,100.0
10.78,124.6,4.03,20.2,90.7
5.77,128.5,3.1,35.6,50.0
4.64,97.2,4.53,23.9,50.0
10.34,126.0,4.93,31.7,85.5
9.07,119.5,2.62,28.9,100.0
9.75,97.8,3.73,31.4,50.0
10.79,115.3,2.02,22.7,100.0
10.52,98.3,4.14,29.1,50.0
11.71,124.4,3.24,20.7,97.2
8.52,116.9,2.58,20.8,100.0
8.16,133.1,4.26,33.2,50.0
7.51,102.3,4.43,39.0,50.0
5.65,119.2,2.33,35.5,85.2
8.79,103.5,2.12,29.4,50.0
6.58,119.6,3.0,21.1,88.0
11.41,123.9,3.88,20.9,100.0
8.87,123.9,4.38,23.2,86.2
8.95,127.6,3.64,39.5,50.0
7.16,129.1,3.74,28.0,50.0
4.89,98.1,4.4,36.9,50.0
4.74,108.7,3.59,34.1,75.6
7.68,122.5,3.83,32.1,89.8
5.13,114.9,3.55,39.0,96.9
9.05,102.6,4.64,24.6,51.9
11.11,117.1,2.71,29.1,100.0
11.12,111.3,2.79,37.3,100.0
9.44,110.6,2.38,31.0,100.0
6.08,127.4,4.46,24.9,50.0
10.97,111.3,3.24,24.2,100.0
11.15,96.1,3.04,35.1,50.0
5.97,97.3,4.94,20.3,50.0
10.03,129.2,4.78,38.3,50.0
6.65,133.4,4.92,20.4,50.0
10.52,122.5,2.43,32.6,100.0
11.98,109.6,4.67,32.1,100.0
4.73,132.5,2.99,31.6,50.0
11.23,121.5,2.04,29.5,100.0
9.17,128.8,3.17,37.0,50.0
11.8,125.6,3.53,33.2,93.2
7.99,110.2,2.32,35.6,100.0
10.86,114.1,3.61,22.3,100.0
4.97,102.4,4.46,21.0,50.0
7.01,106.7,3.13,20.6,65.5
5.0,126.1,3.06,22.9,50.0
11.82,130.8,3.02,33.3,50.0
10.63,124.0,4.77,29.9,100.0
10.89,113.6,2.15,35.0,100.0
11.53,98.5,3.34,23.8,50.0
5.14,97.3,2.79,27.3,50.0
