Pressure,Temperature,Catalyst,Time,Yield
9.69,129.6,4.77,34.1,50.0
4.97,124.0,2.15,36.5,50.0
8.32,111.2,3.44,26.9,100.0
11.98,103.6,4.17,21.7,84.6
10.6,109.2,3.18,25.9,100.0
9.11,106.4,2.65,22.7,80.8
6.8,102.0,4.28,29.3,50.0
9.18,124.7,4.35,23.1,79.7
8.45,105.1,4.77,29.3,78.0
7.7,113.2,3.13,24.4,100.0
5.48,110.4,3.52,34.8,89.5
11.15,134.3,3.09,20.6,50.0
7.87,110.6,2.77,31.1,99.4
5.96,98.2,4.25,23.4,50.0
7.26,98.6,3.02,20.0,50.0
7.61,118.6,3.28,37.4,100.0
10.71,119.0,3.21,33.4,100.0
10.0,111.8,4.14,22.0,100.0
10.27,112.3,4.75,33.3,100.0
4.58,97.2,4.0,32.2,50.0
7.62,115.7,3.41,29.5,100.0
8.11,115.2,4.34,28.4,100.0
4.64,101.0,3.92,37.7,50.0
6.45,99.2,2.18,24.9,50.0
10.2,99.9,2.29,28.0,50.0
5.53,99.0,2.11,26.6,50.0
8.51,119.4,3.37,35.4,100.0
6.11,102.9,4.48,38.3,50.0
4.59,105.1,2.94,37.0,50.0
6.31,101.9,3.15,36.0,50.0
11.82,133.3,4.73,39.7,50.0
10.51,129.2,4.51,33.9,50.0
11.7,104.2,4.0,35.0,93.1
8.16,108.1,2.8,39.7,93.1
5.32,103.4,2.35,20.1,50.0
8.61,114.7,2.05,32.7,100.0
7.91,95.8,2.32,34.8,50.0
10.83,121.9,2.88,38.4,100.0
5.24,115.9,3.66,37.7,100.0
8.16,130.9,2.19,36.8,50.0
5.63,101.6,2.41,38.9,50.0
6.94,127.2,2.54,30.7,50.0
10.03,126.7,3.9,20.1,67.1
8.07,100.1,3.85,20.2,50.0
7.32,110.9,3.65,30.9,100.0
7.46,101.8,2.75,28.7,50.0
7.95,105.2,3.11,29.0,65.4
10.39,105.5,2.29,28.0,84.9
11.19,117.2,2.68,38.4,100.0
11.67,111.5,4.69,27.2,100.0
10.4,132.9,4.94,37.1,50.0
6.87,100.1,3.94,38.1,50.0
9.66,133.9,4.75,30.0,50.0
7.78,104.2,3.93,28.9,57.3
6.41,125.9,2.1,35.2,50.0
10.81,108.6,4.99,34.2,100.0
4.79,100.7,2.3,26.6,50.0
11.26,129.3,4.05,22.1,50.0
7.96,107.4,2.76,25.3,80.0
9.28,121.4,3.18,22.6,100.0
9.45,117.7,3.94,25.9,100.0
11.21,113.9,3.31,25.2,100.0
9.28,114.8,2.75,32.8,100.0
9.1,124.3,3.0,39.1,86.5
5.0,98.5,3.02,33.7,50.0
8.39,121.7,4.88,38.5,100.0
5.63,130.8,4.4,35.7,50.0
10.03,97.3,3.38,34.6,50.0
8.34,100.6,2.6,28.3,50.0
9.6,123.7,4.43,26.5,100.0
4.81,112.5,2.47,36.9,85.0
5.14,111.1,2.63,38.1,87.3
9.87,100.5,3.1,29.0,50.0
5.04,115.3,4.64,20.2,96.3
5.03,100.1,2.4,35.9,50.0
4.59,114.1,2.37,25.7,82.6
11.67,125.5,3.48,20.2,86.5
10.03,105.3,2.83,36.1,85.6
7.15,114.2,3.71,30.3,100.0
6.72,134.7,3.35,33.7,50.0
7.12,122.5,3.3,38.3,85.1
10.31,128.7,2.34,30.8,50.0
9.46,111.6,2.42,30.1,100.0
5.89,125.7,4.46,25.8,50.0
5.81,96.6,4.66,26.1,50.0
5.24,99.9,2.7,35.9,50.0
9.45,103.1,2.34,29.0,51.3
10.23,111.1,2.16,23.3,100.0
6.49,128.8,3.82,21.9,50.0
4.66,108.9,4.15,29.5,79.0
5.12,121.2,3.12,29.3,73.4
11.76,123.4,4.04,33.1,100.0
6.72,118.4,4.14,29.4,100.0
10.27,109.3,4.81,22.9,100.0
9.18,118.1,2.19,30.2,100.0
7.36,108.7,2.58,38.1,93.5
6.04,98.4,2.21,23.2,50.0
5.41,134.7,4.6,33.8,50.0
9.11,100.1,4.38,31.9,50.0
10.31,97.9,3.72,35.0,50.0
9.33,130.1,2.25,23.0,50.0
8.48,107.1,2.82,38.8,91.0
4.81,121.0,2.89,32.4,69.6
11.76,108.2,3.68,36.9,100.0
10.49,110.7,2.77,24.9,100.0
6.7,105.5,2.22,34.8,55.4
11.85,108.7,4.19,35.6,100.0
9.01,111.4,2.9,27.9,100.0
8.87,123.8,3.36,27.7,82.8
10.11,115.5,2.38,33.2,100.0
10.59,132.7,4.41,21.9,50.0
9.42,96.7,3.7,34.7,50.0
5.46,115.1,4.7,20.9,99.1
7.04,118.4,3.49,23.8,97.4
11.46,131.8,4.82,33.3,50.0
6.18,97.0,4.68,22.0,50.0
7.29,117.9,3.73,39.4,100.0
7.74,129.1,4.8,37.4,50.0
7.8,104.7,2.97,32.5,62.5
9.1,130.1,3.1,36.4,50.0
11.57,95.8,2.14,37.8,50.0
6.31,124.3,3.77,25.2,56.6
5.41,132.3,4.17,37.0,50.0
5.98,121.3,4.32,23.9,82.8
11.15,112.6,2.45,28.3,100.0
9.34,96.8,3.33,31.2,50.0
6.64,131.8,2.53,34.3,50.0
10.62,113.8,3.99,20.6,100.0
10.96,96.2,2.47,25.8,50.0
10.85,122.6,4.71,32.2,100.0
11.39,114.3,2.69,27.1,100.0
6.39,100.0,2.87,35.5,50.0
10.16,103.6,4.55,33.0,73.7
7.95,97.6,3.38,24.7,50.0
10.81,118.0,2.07,22.9,100.0
9.96,119.9,3.48,32.6,100.0
10.32,115.2,2.25,29.0,100.0
9.42,127.7,4.96,23.4,52.7
5.83,129.4,3.76,26.5,50.0
8.59,119.6,2.77,26.1,100.0
11.89,95.5,3.69,22.2,50.0
11.53,122.8,2.23,30.9,100.0
4.82,111.7,4.4,35.3,95.3
5.74,117.6,4.78,31.5,100.0
5.49,121.0,4.62,36.5,89.1
9.94,109.0,3.03,22.6,100.0
10.63,131.7,2.98,28.7,50.0
6.1,100.4,2.11,32.2,50.0
8.29,121.9,3.95,33.5,99.0
10.81,95.2,3.6,33.9,50.0
10.0,132.0,3.38,34.6,50.0
8.57,99.5,4.72,33.0,50.0
8.93,98.8,2.5,21.9,50.0
8.31,108.3,2.03,33.9,86.7
6.73,109.9,2.22,34.5,85.4
8.74,103.6,2.67,39.9,58.7
9.67,118.4,2.1,33.9,100.0
11.05,112.7,3.51,33.7,100.0
9.27,96.4,2.94,30.3,50.0
10.21,107.8,2.54,37.4,100.0
5.7,127.4,4.25,39.9,50.0
7.96,122.6,2.61,35.6,84.6
4.57,124.0,4.06,32.3,55.0
6.35,122.9,3.05,21.6,66.5
9.95,107.4,3.54,34.5,100.0
11.94,99.0,4.8,34.2,50.0
5.24,105.9,2.11,35.5,50.0
7.51,128.3,3.5,22.5,50.0
10.5,134.2,4.56,33.1,50.0
6.03,114.8,3.76,25.9,100.0
8.66,95.4,2.83,35.2,50.0
10.0,100.6,3.19,24.8,50.0
9.12,107.9,4.04,33.7,100.0
5.91,118.1,4.67,25.9,100.0
7.17,98.0,2.12,20.2,50.0
10.38,132.7,2.21,32.7,50.0
8.66,109.6,2.98,22.3,99.7
4.54,131.5,2.7,33.2,50.0
10.21,126.2,2.79,38.5,69.9
4.76,125.2,2.66,39.4,50.0
10.09,119.3,2.59,24.7,100.0
6.02,120.1,2.39,36.2,85.2
11.69,120.5,4.8,27.1,100.0
7.26,120.1,2.43,38.0,94.1
6.95,117.1,2.61,35.7,100.0
5.62,134.5,2.74,21.5,50.0
6.79,124.3,4.8,28.1,72.5
11.07,126.1,4.27,26.7,84.6
11.97,129.9,4.37,35.7,50.0
7.26,103.6,2.31,28.2,50.0
7.86,98.4,4.51,33.7,50.0
9.92,114.3,3.22,32.0,100.0
11.15,115.6,2.79,39.5,100.0
8.95,128.2,3.73,38.8,50.0
7.44,112.8,4.47,28.6,100.0
7.59,117.8,4.34,34.5,100.0
9.72,116.1,4.67,36.6,100.0
4.52,96.5,4.78,38.0,50.0
9.15,119.6,2.71,21.4,100.0
7.17,128.1,3.27,26.0,50.0
10.46,101.3,2.04,26.4,50.0
5.2,118.8,4.64,28.7,92.7
8.91,118.7,2.46,23.4,100.0
8.11,101.6,4.58,29.9,50.0
9.32,99.9,2.99,33.3,50.0
4.99,134.2,3.1,29.9,50.0
8.85,110.7,2.12,33.3,100.0
8.71,104.1,2.98,21.3,57.5
8.7,101.9,4.67,37.5,50.0
9.03,121.7,2.08,38.8,100.0
9.57,119.4,3.22,32.4,100.0
10.54,120.7,2.09,37.6,100.0
6.52,98.5,3.11,22.6,50.0
10.69,130.7,2.52,35.9,50.0
8.24,110.6,2.76,22.4,100.0
5.08,107.5,4.63,28.2,70.4
4.94,113.5,3.31,26.5,91.7
7.01,110.6,2.82,31.7,99.7
10.39,129.5,3.77,26.0,50.0
9.81,132.2,2.43,32.7,50.0
10.41,107.1,2.78,27.3,100.0
8.38,129.6,3.64,37.2,50.0
7.8,126.3,2.71,32.7,50.0
5.61,132.2,4.04,24.3,50.0
6.96,104.8,3.47,26.7,55.0
7.76,118.1,4.32,36.9,100.0
5.16,106.0,4.84,27.7,61.3
6.15,128.0,2.35,30.7,50.0
8.99,95.2,3.0,33.0,50.0
10.02,117.6,2.96,27.0,100.0
11.99,108.6,2.45,25.9,100.0
11.5,107.9,4.43,29.5,100.0
9.32,120.8,4.28,24.3,100.0
7.66,129.1,3.45,25.7,50.0
9.27,119.4,3.61,21.2,100.0
10.39,129.1,2.18,26.1,50.0
5.39,105.6,3.67,26.4,54.0
7.57,115.8,4.37,39.2,100.0
10.8,113.0,3.72,31.8,100.0
7.38,95.5,2.8,35.7,50.0
8.79,117.3,4.0,20.9,100.0
8.91,121.5,3.08,22.1,96.3
5.88,118.7,3.63,36.3,98.8
7.22,124.5,3.46,32.5,67.8
7.01,117.9,3.14,23.8,96.8
4.7,97.7,4.16,28.1,50.0
4.68,99.7,4.65,30.8,50.0
10.74,118.9,2.02,36.9,100.0
6.55,106.0,4.8,21.2,69.3
8.39,98.2,3.53,31.9,50.0
6.74,112.2,4.1,34.3,100.0
11.56,117.2,4.57,39.6,100.0
6.44,108.1,3.4,36.1,83.0
7.72,123.8,4.5,25.5,77.8
11.05,120.8,2.53,34.2,100.0
10.81,108.3,2.48,35.3,100.0
5.9,125.2,3.97,34.6,52.3
10.52,120.9,4.61,36.4,100.0
7.94,120.5,4.68,38.1,100.0
8.12,117.1,3.93,22.0,100.0
5.5,95.5,3.58,22.1,50.0
5.1,122.9,2.99,35.9,63.3
9.96,110.0,4.94,25.0,100.0
8.22,132.7,2.96,21.2,50.0
7.78,127.7,4.23,28.0,50.0
9.97,118.5,3.6,36.4,100.0
10.24,105.1,3.83,22.5,84.8
5.69,103.1,3.18,33.4,50.0
9.08,108.6,4.89,20.1,100.0
5.52,114.1,3.72,22.2,93.0
10.14,106.8,4.81,27.0,100.0
9.43,115.6,2.02,21.7,100.0
11.67,101.6,3.72,36.9,61.4
5.02,134.1,4.15,37.3,50.0
4.93,99.3,4.24,35.1,50.0
6.62,132.3,4.71,24.8,50.0
6.46,131.5,2.01,30.5,50.0
6.35,116.0,2.0,23.7,94.2
11.3,124.0,3.42,25.6,100.0
6.37,112.4,2.09,30.3,91.1
6.54,120.2,4.92,34.7,100.0
10.2,108.6,2.67,21.9,100.0
7.87,107.0,3.42,25.9,80.9
10.33,118.1,2.18,38.5,100.0
4.99,114.9,3.57,28.6,92.0
8.16,118.2,3.14,38.8,100.0
4.75,106.5,2.13,39.8,50.0
4.97,109.7,3.01,30.5,73.6
11.3,98.4,3.17,25.8,50.0
5.54,97.1,4.97,35.8,50.0
8.49,105.1,2.62,23.2,63.9
7.58,98.0,3.63,25.0,50.0
7.11,99.2,4.96,35.7,50.0
11.25,127.5,4.38,28.7,72.4
4.66,96.6,4.98,24.0,50.0
9.48,121.4,4.9,33.0,100.0
11.73,105.9,3.47,34.7,100.0
8.7,129.9,4.09,22.5,50.0
11.53,114.4,2.33,25.5,100.0
4.89,107.2,3.32,24.4,58.7
7.64,115.7,4.43,27.6,100.0
6.45,110.3,3.52,35.3,94.1
9.98,117.6,4.11,34.3,100.0
11.86,99.6,4.24,33.3,50.0
6.42,134.9,2.76,20.1,50.0
9.41,112.0,4.63,22.8,100.0
5.99,108.9,3.38,24.5,77.6
8.74,123.4,2.63,25.4,77.5
7.98,109.6,4.6,22.9,100.0
11.79,128.3,3.25,28.2,57.0
9.06,113.2,4.25,21.5,100.0
7.12,123.8,3.64,35.0,77.2
5.36,99.3,3.15,35.8,50.0
5.63,128.8,4.43,31.5,50.0
6.19,124.4,3.75,21.8,55.8
6.38,103.5,3.17,37.8,50.0
10.88,100.8,2.33,39.3,50.0
8.71,107.7,4.69,24.0,100.0
8.43,134.0,2.11,34.1,50.0
5.36,105.3,4.59,36.8,59.0
10.95,113.2,3.08,30.8,100.0
9.92,96.2,3.92,26.5,50.0
5.01,110.9,4.77,29.6,91.2
9.81,117.9,2.46,30.2,100.0
8.58,133.1,3.7,28.0,50.0
5.11,115.7,4.29,38.6,100.0
7.94,127.8,4.27,34.9,50.0
8.14,116.9,3.58,24.8,100.0
5.74,96.6,3.87,31.7,50.0
11.59,107.6,4.27,33.8,100.0
10.87,118.0,4.52,22.8,100.0
9.52,133.0,4.29,27.2,50.0
7.97,129.4,3.06,38.1,50.0
7.59,104.1,4.99,31.3,65.6
9.38,103.8,3.3,24.3,61.4
8.59,103.0,2.07,22.5,50.0
4.97,131.9,3.09,30.4,50.0
8.34,129.1,2.38,31.0,50.0
10.55,126.0,2.36,26.7,71.5
7.94,110.7,2.84,32.6,100.0
4.89,115.2,2.16,21.4,79.4
10.4,113.6,4.07,22.9,100.0
6.01,105.1,2.22,30.9,50.0
6.44,115.2,2.61,21.2,96.8
5.74,96.2,2.28,37.6,50.0
6.98,100.3,2.19,22.8,50.0
10.18,130.5,2.8,33.5,50.0
8.4,125.1,3.72,27.8,70.1
6.04,111.9,4.89,28.0,100.0
11.08,115.7,4.63,35.3,100.0
11.1,109.8,4.63,30.0,100.0
11.03,124.6,2.53,34.5,92.6
6.29,126.4,2.79,30.1,50.0
7.88,125.5,2.23,31.9,53.5
11.89,123.9,4.34,35.2,100.0
10.29,103.2,2.21,32.1,60.1
4.7,108.5,3.67,32.3,73.1
4.99,113.8,2.74,35.8,92.3
7.98,108.2,2.73,39.0,94.0
11.32,125.2,4.97,27.5,100.0
8.54,108.2,4.27,31.5,100.0
8.23,100.5,4.51,21.7,50.0
5.29,111.0,3.72,27.2,88.9
9.43,134.2,4.61,28.2,50.0
10.67,104.0,3.94,36.7,83.5
7.35,119.5,4.84,30.3,100.0
10.32,112.3,2.84,34.6,100.0
11.73,97.8,3.79,20.4,50.0
6.03,114.5,4.07,29.3,100.0
8.42,123.1,3.18,38.0,88.7
6.65,115.5,4.64,24.5,100.0
10.45,129.9,4.94,20.6,50.0
8.83,106.6,3.48,28.7,86.3
9.26,98.4,3.17,34.1,50.0
10.48,132.5,3.42,29.1,50.0
7.47,110.1,4.56,29.2,100.0
11.36,118.1,3.94,33.4,100.0
8.5,126.7,2.13,25.1,50.0
5.68,108.0,3.63,35.0,74.5
9.72,123.6,2.05,23.1,81.5
10.45,100.4,4.34,27.9,50.0
6.88,106.7,2.98,33.1,72.2
10.93,100.8,3.42,36.6,50.0
11.3,127.4,4.4,35.8,72.5
6.58,103.9,2.14,34.4,50.0
11.88,123.7,2.48,27.2,100.0
5.56,132.7,3.19,22.4,50.0
6.02,116.1,2.69,24.3,93.9
5.88,116.6,3.01,37.3,98.5
11.2,113.4,4.99,37.1,100.0
9.41,108.0,4.48,39.0,100.0
5.64,114.0,4.65,21.5,100.0
7.8,119.1,4.81,30.7,100.0
9.11,134.4,3.02,33.0,50.0
5.13,132.5,2.89,34.2,50.0
11.12,129.5,2.7,32.9,50.0
10.53,130.6,4.49,35.4,50.0
8.29,113.7,4.04,27.2,100.0
11.75,121.3,2.71,23.6,100.0
7.63,130.8,3.13,24.1,50.0
11.88,110.7,3.52,20.2,100.0
9.51,133.5,3.58,27.0,50.0
9.26,111.6,4.67,21.8,100.0
5.74,119.0,3.14,26.4,86.3
11.11,123.4,4.73,32.6,100.0
7.71,133.0,3.32,37.9,50.0
5.72,104.8,4.24,36.8,51.3
4.59,124.8,4.79,25.1,50.0
8.7,115.8,4.72,22.7,100.0
8.46,105.7,2.17,23.9,64.4
9.9,126.1,2.62,39.4,69.7
11.18,117.1,3.43,31.0,100.0
5.1,121.4,3.29,23.7,66.1
9.99,107.9,3.92,36.8,100.0
5.91,114.3,4.83,27.9,100.0
10.94,119.7,2.34,38.0,100.0
10.64,111.2,3.36,25.2,100.0
8.56,102.9,2.58,27.9,50.0
9.83,133.5,4.68,30.1,50.0
6.86,115.5,4.89,37.9,100.0
8.03,124.4,3.44,37.4,77.2
10.66,111.4,2.31,31.5,100.0
7.94,109.2,4.36,24.4,100.0
7.18,111.3,4.09,28.1,100.0
8.21,111.4,3.06,39.5,100.0
10.71,116.8,4.66,32.2,100.0
7.01,116.7,4.93,35.6,100.0
5.8,114.9,3.67,29.0,96.5
9.84,100.4,3.7,30.6,50.0
10.69,114.8,2.89,28.6,100.0
5.25,101.8,3.75,34.1,50.0
6.3,100.0,3.32,37.0,50.0
5.56,132.3,2.91,30.1,50.0
7.11,119.2,2.2,29.6,93.8
7.88,121.4,2.76,26.8,86.1
10.12,111.1,2.59,23.5,100.0
9.38,131.4,3.63,38.8,50.0
9.16,120.5,3.81,26.3,100.0
7.14,125.8,3.83,36.0,56.9
10.81,109.7,3.16,34.3,100.0
8.03,133.4,3.26,35.8,50.0
11.84,127.8,4.5,38.7,71.9
9.26,129.2,3.43,32.5,50.0
5.45,101.9,4.96,38.0,50.0
9.57,105.8,3.32,23.4,82.1
6.94,106.4,3.95,32.5,77.3
9.65,105.8,2.15,35.4,82.7
5.02,129.2,3.96,25.4,50.0
5.81,96.3,4.55,34.8,50.0
10.92,98.0,4.83,35.6,50.0
6.2,106.0,4.99,36.6,73.8
10.78,103.0,2.85,26.3,59.3
6.59,104.3,3.73,33.6,50.0
9.32,126.9,3.35,26.1,57.9
9.71,117.5,3.69,34.8,100.0
8.34,95.2,2.47,29.3,50.0
6.79,112.2,4.57,32.0,100.0
6.09,111.3,4.73,28.3,100.0
4.75,99.6,3.35,23.2,50.0
6.78,122.0,2.84,23.6,73.0
9.4,123.1,2.42,21.6,82.8
11.54,123.8,4.05,32.4,100.0
11.03,124.1,2.94,37.0,100.0
10.25,95.0,4.73,20.4,50.0
10.41,133.2,4.01,21.3,50.0
9.49,127.6,3.94,29.1,53.6
6.45,131.2,3.68,34.8,50.0
11.3,95.6,2.14,23.2,50.0
9.53,132.4,4.8,25.4,50.0
8.7,127.4,3.88,24.6,50.0
5.33,128.5,4.98,28.0,50.0
7.85,98.7,3.61,24.5,50.0
7.95,124.6,4.13,27.1,74.8
10.98,133.4,2.17,34.6,50.0
8.6,122.1,3.9,32.2,97.7
7.35,117.8,4.29,21.6,100.0
11.83,132.8,4.34,32.8,50.0
5.33,112.7,4.31,29.5,94.7
7.67,119.0,2.68,38.7,100.0
4.82,114.1,4.93,25.8,96.9
10.05,132.3,4.99,34.5,50.0
11.39,98.0,2.23,34.6,50.0
6.6,115.0,4.81,24.4,100.0
10.94,122.5,2.87,38.1,100.0
6.69,126.7,4.07,29.8,50.0
11.33,118.3,3.01,33.6,100.0
10.15,131.4,4.9,22.9,50.0
10.54,132.7,2.3,25.2,50.0
4.64,97.6,3.49,31.7,50.0
11.72,111.1,3.28,26.4,100.0
9.95,95.9,2.98,30.0,50.0
6.79,108.2,3.94,27.5,85.5
10.72,116.5,2.39,32.8,100.0
6.61,131.4,4.15,29.7,50.0
11.05,128.9,4.94,20.1,50.0
5.34,100.1,4.41,33.0,50.0
9.78,98.7,4.58,28.4,50.0
8.56,118.6,3.08,26.8,100.0
5.22,116.3,2.97,21.9,84.7
6.31,105.7,3.55,24.4,55.8
4.59,131.0,2.14,24.5,50.0
8.02,132.1,4.84,38.7,50.0
6.76,111.1,2.43,28.7,93.4
8.99,130.6,4.71,20.8,50.0
6.73,110.4,2.25,22.8,85.0
6.75,124.5,4.47,21.6,65.8
10.07,114.0,2.46,31.8,100.0
4.86,99.9,2.11,23.7,50.0
11.27,132.1,4.16,30.0,50.0
10.89,113.2,2.84,27.4,100.0
9.51,124.4,4.14,36.1,92.5
8.95,109.7,3.67,26.4,100.0
11.19,95.8,2.33,29.2,50.0
5.89,99.0,4.8,34.4,50.0
5.09,114.8,3.36,28.7,90.7
6.3,122.6,4.2,35.9,81.1
10.46,108.4,3.5,33.2,100.0
4.76,122.8,3.81,28.2,62.3
8.87,122.9,2.91,30.1,89.9
11.97,123.2,2.6,39.3,100.0
10.92,114.7,3.63,33.2,100.0
8.41,131.6,3.32,38.1,50.0
4.98,114.6,3.17,23.6,87.9
10.74,113.0,4.02,29.7,100.0
8.99,103.0,4.07,38.2,59.0
5.36,107.3,2.14,26.5,57.8
5.2,96.7,3.02,39.4,50.0
11.32,120.3,3.24,21.9,100.0
9.52,104.9,2.29,38.1,75.6
10.72,107.2,2.71,28.9,100.0
11.09,125.8,2.15,21.5,70.7
8.79,108.1,4.99,37.6,100.0
8.38,104.7,4.21,25.0,71.1
7.73,101.8,2.26,20.4,50.0
6.88,126.0,2.06,22.7,50.0
7.76,100.2,4.16,33.2,50.0
10.3,113.2,3.32,39.6,100.0
9.01,115.3,4.36,22.2,100.0
11.19,122.5,4.77,29.2,100.0
7.83,120.3,3.8,23.6,98.5
9.05,127.4,2.56,34.9,50.0
9.23,96.8,4.35,22.4,50.0
8.94,106.9,4.87,24.8,98.0
9.77,106.2,3.74,23.9,91.3
6.28,100.8,4.05,31.1,50.0
8.34,106.6,3.01,37.5,85.0
5.28,107.4,3.14,30.2,64.6
7.38,115.9,4.2,21.2,100.0
8.16,121.5,4.78,31.3,100.0
9.39,110.2,3.89,36.0,100.0
11.63,123.8,4.37,22.6,100.0
9.0,108.4,2.51,21.5,94.9
10.08,106.6,2.64,23.8,89.5
8.3,116.6,3.6,34.9,100.0
9.26,95.9,2.53,31.8,50.0
5.03,98.2,3.9,30.8,50.0
6.41,111.7,2.87,25.0,92.2
7.21,132.7,4.37,26.6,50.0
8.04,123.9,4.42,39.3,86.9
4.84,98.5,3.39,24.8,50.0
5.55,128.9,2.54,38.0,50.0
6.58,124.3,3.94,31.6,66.1
11.79,119.4,4.98,22.5,100.0
6.99,127.8,3.87,29.3,50.0
8.12,111.2,2.11,39.0,100.0
5.97,103.9,2.05,28.4,50.0
9.08,115.5,2.96,37.3,100.0
6.61,117.0,2.59,25.1,96.7
6.05,116.5,4.44,31.4,100.0
8.37,117.6,4.53,36.9,100.0
4.54,132.9,2.78,38.4,50.0
4.56,131.1,2.98,29.7,50.0
6.14,130.0,2.71,32.8,50.0
4.78,127.1,4.73,20.1,50.0
5.31,132.7,3.51,25.1,50.0
7.04,98.9,3.97,25.6,50.0
10.52,105.6,3.25,21.9,84.6
8.79,114.8,3.89,25.6,100.0
8.35,128.9,3.16,26.4,50.0
6.7,115.2,3.02,39.4,100.0
11.49,124.9,3.9,33.4,96.2
7.48,100.6,3.77,28.5,50.0
5.15,105.1,2.88,39.8,50.0
9.13,124.3,2.45,23.1,74.1
5.35,101.6,3.11,29.5,50.0
7.09,109.1,3.25,32.9,92.3
8.31,105.6,3.89,21.1,75.0
11.06,109.0,4.74,34.3,100.0
8.2,123.3,2.11,22.0,68.4
9.77,109.7,2.73,22.8,100.0
11.95,117.2,2.58,23.2,100.0
5.49,99.0,3.51,38.6,50.0
6.56,127.2,3.29,33.7,50.0
7.46,109.8,4.19,33.1,100.0
7.66,120.9,2.73,31.1,94.9
7.58,124.0,3.78,25.9,74.5
11.31,103.4,4.65,32.4,82.5
9.86,130.4,4.73,28.2,50.0
9.06,119.6,4.88,22.9,100.0
6.82,112.1,4.32,33.8,100.0
10.68,102.3,4.72,22.6,61.3
11.66,132.7,2.7,23.8,50.0
10.66,125.2,2.59,36.4,85.0
4.51,103.3,2.02,33.2,50.0
9.27,108.5,4.12,32.6,100.0
4.88,127.4,4.81,28.4,50.0
6.43,122.8,2.56,27.9,68.7
4.95,125.6,3.91,33.8,50.0
9.03,112.6,4.24,34.8,100.0
9.65,123.7,4.78,30.2,98.6
5.36,110.5,3.94,39.4,94.6
7.38,103.5,4.91,39.1,58.5
7.92,120.3,3.03,28.2,97.4
7.27,134.0,3.05,36.4,50.0
5.41,107.4,3.63,30.9,67.0
7.64,113.4,3.15,30.2,100.0
10.13,122.0,2.0,21.1,100.0
5.03,116.7,4.2,31.5,98.0
5.1,128.7,4.26,38.0,50.0
7.16,125.5,4.24,35.6,62.5
11.56,97.3,3.04,35.7,50.0
9.51,134.9,3.57,23.2,50.0
9.59,125.1,3.08,27.2,75.1
7.21,129.6,2.05,24.7,50.0
8.95,121.0,3.69,26.3,100.0
4.58,129.3,2.37,31.6,50.0
9.27,99.5,2.24,27.3,50.0
11.35,108.9,4.27,31.2,100.0
9.09,130.1,2.03,28.8,50.0
11.05,103.1,4.88,25.7,72.6
9.93,98.1,3.55,21.9,50.0
5.4,126.5,4.95,37.8,50.0
11.27,128.4,2.17,20.2,50.0
5.0,101.5,3.75,20.0,50.0
8.5,129.2,3.05,36.5,50.0
5.57,122.5,4.53,39.9,80.8
4.59,115.8,3.08,34.5,90.0
7.67,128.2,2.78,20.3,50.0
6.71,111.8,4.57,24.5,100.0
8.15,102.8,3.12,39.4,50.0
8.83,106.4,2.05,36.2,76.8
4.83,115.2,3.17,31.3,91.2
5.42,116.3,3.96,24.7,92.1
8.69,127.2,2.76,20.3,50.0
7.07,126.7,3.3,20.4,50.0
9.97,118.3,2.17,32.2,100.0
9.39,126.2,3.76,20.4,64.7
10.84,102.7,4.27,39.9,73.3
9.69,97.0,3.24,23.7,50.0
7.72,129.9,3.26,34.2,50.0
9.55,98.0,2.26,23.1,50.0
6.57,104.9,2.61,30.8,50.0
6.8,122.8,2.46,21.6,67.3
10.42,111.4,3.45,35.3,100.0
7.85,130.1,3.59,31.7,50.0
10.49,106.9,4.85,21.7,100.0
10.67,95.5,2.22,37.0,50.0
10.93,107.0,3.8,30.9,100.0
11.37,118.1,3.58,38.4,100.0
7.73,110.0,3.55,38.3,100.0
6.89,116.4,4.62,38.4,100.0
8.87,130.1,2.62,21.6,50.0
7.28,131.5,2.12,22.4,50.0
9.01,105.6,4.02,39.8,90.1
9.79,113.5,3.04,29.8,100.0
9.66,117.0,2.05,24.8,100.0
7.31,133.0,2.75,35.4,50.0
5.75,134.9,2.93,25.3,50.0
7.73,104.4,3.85,34.5,62.2
5.57,124.1,2.52,36.7,52.8
11.18,110.1,3.24,35.7,100.0
7.09,95.3,3.45,25.5,50.0
5.66,95.4,3.38,28.0,50.0
4.69,113.4,4.92,28.3,95.2
9.34,114.5,2.14,29.8,100.0
9.28,95.9,4.85,23.3,50.0
7.05,122.5,3.75,29.0,83.0
5.04,106.8,4.39,30.2,65.1
7.57,117.4,3.29,30.6,100.0
6.83,107.0,3.36,36.4,77.9
9.58,101.7,4.64,30.3,50.0
9.04,111.3,4.69,24.6,100.0
7.23,104.3,2.72,33.3,51.7
6.13,116.4,2.6,35.9,98.1
11.91,103.0,3.49,26.4,73.3
7.91,115.3,4.7,32.9,100.0
9.66,101.3,2.97,22.9,50.0
5.55,121.8,3.96,26.8,78.5
8.14,125.2,4.12,38.2,70.8
4.71,99.4,4.34,38.2,50.0
8.29,113.7,3.69,31.5,100.0
11.73,97.8,3.21,34.0,50.0
7.38,118.9,4.9,37.1,100.0
4.79,105.6,3.83,39.2,50.5
4.73,116.1,4.19,29.8,95.1
7.41,115.7,3.03,31.2,100.0
5.7,132.0,4.01,28.3,50.0
4.68,117.0,2.77,21.4,79.9
