Pressure,Temperature,Catalyst,Time,Yield
5.95,114.3,2.11,22.0,87.8
4.89,112.6,2.32,20.2,76.7
5.7,122.3,3.02,28.7,70.2
5.83,115.4,4.41,21.9,99.7
4.63,114.6,3.72,35.0,94.7
5.34,105.5,3.54,38.3,57.0
4.84,111.8,2.88,28.7,83.8
4.66,112.6,4.8,25.2,93.8
6.97,113.0,3.19,28.7,100.0
5.31,116.6,2.26,34.5,86.8
6.52,115.7,3.85,20.2,100.0
5.14,117.2,2.34,31.8,87.1
6.2,120.3,3.04,32.3,86.6
6.4,121.3,3.52,32.8,85.0
5.99,119.4,4.62,24.8,92.0
5.68,124.1,3.48,34.3,56.4
5.53,105.4,4.11,21.8,55.0
5.37,108.9,4.98,24.0,81.4
6.82,105.2,2.39,37.5,55.9
6.58,117.9,2.82,34.8,100.0
6.91,123.0,3.18,20.3,68.3
4.81,109.9,3.27,25.0,75.3
6.33,123.5,3.23,24.3,65.1
6.85,106.2,4.72,25.4,74.6
4.95,123.7,4.14,25.0,62.4
4.67,112.0,3.82,21.3,81.0
6.35,107.0,2.93,29.2,70.4
5.94,114.7,4.47,34.7,100.0
6.6,110.1,4.87,32.1,100.0
4.85,110.7,4.46,33.5,90.6
6.49,111.1,2.0,21.6,83.7
5.0,121.1,3.91,39.0,81.2
4.91,115.8,2.15,36.8,82.9
4.91,111.2,2.77,36.1,84.4
6.54,117.2,2.18,36.5,98.1
6.16,119.3,3.81,38.7,99.6
5.81,110.5,4.06,30.9,95.0
5.4,113.3,2.34,24.0,86.1
6.69,107.4,3.15,32.3,77.1
5.48,108.6,3.37,34.9,75.9
6.54,118.6,3.11,34.8,96.9
5.6,108.6,2.36,30.4,73.2
5.44,115.5,3.26,21.4,94.4
5.66,119.2,4.25,27.4,92.5
5.25,107.1,2.21,38.4,59.9
6.37,116.3,2.24,31.7,94.4
5.76,110.1,3.06,30.8,87.2
5.08,124.3,4.83,25.4,58.2
6.75,114.7,4.01,27.4,100.0
5.46,121.1,4.04,37.9,82.6
5.86,116.0,3.09,33.3,97.5
6.77,105.9,3.78,35.7,69.9
6.06,117.7,2.03,29.1,90.0
4.79,124.0,3.91,32.6,53.6
6.85,117.0,4.74,25.0,100.0
6.07,121.4,3.84,34.1,86.6
5.34,122.7,4.62,28.6,73.8
4.85,109.6,4.17,28.9,78.7
6.49,109.2,2.36,33.0,85.4
6.05,117.2,4.71,38.7,100.0
5.83,113.2,2.2,21.3,87.1
6.73,121.8,3.6,36.5,87.1
6.47,123.0,2.43,25.8,65.8
4.88,112.1,2.04,28.9,76.8
5.28,109.7,3.27,20.4,76.2
5.12,120.6,2.89,26.0,68.6
6.36,110.5,3.46,30.1,95.3
4.58,121.5,3.73,21.1,63.6
5.92,113.5,2.13,29.8,94.0
6.41,118.4,2.37,38.5,94.6
6.69,106.9,3.68,22.1,71.3
5.36,117.5,3.03,35.3,90.8
6.55,114.0,4.19,28.2,100.0
4.78,116.7,3.96,33.1,96.5
6.62,108.4,4.54,25.2,83.2
4.82,119.7,4.08,23.2,83.6
5.49,122.3,3.29,23.2,67.3
6.49,109.3,4.02,21.4,86.2
4.87,106.9,2.83,23.7,50.6
5.07,105.5,2.92,33.3,50.0
6.31,117.8,4.37,37.6,100.0
6.3,117.1,3.34,36.3,100.0
6.1,115.9,4.4,33.7,100.0
6.23,109.6,4.47,22.2,91.9
5.86,112.8,4.57,25.8,100.0
5.13,116.9,4.75,26.2,98.7
5.36,114.9,3.29,25.0,90.6
4.95,124.8,2.96,30.3,50.0
6.77,107.7,3.75,30.7,84.6
5.96,118.9,3.11,27.1,90.7
5.5,113.1,3.8,27.1,96.6
5.66,113.6,4.12,36.6,100.0
6.87,119.4,4.07,35.8,100.0
4.88,118.8,3.12,26.2,78.5
5.97,124.8,2.5,38.3,50.7
5.76,107.6,3.29,39.1,78.0
6.03,107.1,2.43,26.5,60.0
4.55,119.5,4.67,27.1,84.4
6.68,116.6,3.04,30.1,100.0
6.83,110.5,2.46,38.8,94.6
5.91,106.6,2.08,37.5,57.4
6.24,106.7,3.94,22.1,70.3
6.81,122.9,3.91,27.9,82.6
